name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening
Haru Sushi - Amsterdam Ave restaurant,https://www.opentable.com/r/haru-sushi-amsterdam-ave-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,173 Reviews,4.6,4.5,4.5,4.1,4.2,Moderate,100,Upper West Side,"Japanese, Sushi, Contemporary Asian",Casual Elegant,Casual Dress,,"Beer, BYO Wine, Corkage Fee, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Japanese,1,1,1,1
Momokawa restaurant,https://www.opentable.com/r/momokawa-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,29 Reviews,4.8,4.7,4.6,4.3,4.5,Moderate,100,Kips Bay,"Japanese, Sushi",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Counter Seating, Delivery, Full Bar, Happy Hour, Kosher, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Japanese,1,1,1,1
Bowery Road restaurant,https://www.opentable.com/r/bowery-road-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,369 Reviews,4.6,4.5,4.5,4.3,4.2,Moderate,,Union Square,"American, Vegetarian / Vegan, Market Cuisine",Casual Dining,Casual Dress,Chef Chris Shea,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",American,1,1,0,1
Schilling restaurant,https://www.opentable.com/r/schilling-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,387 Reviews,4.7,4.8,4.5,4.7,4.5,Moderate,100,TriBeCa - Downtown,"Austrian, Mediterranean",Casual Dining,Business Casual,Eduard Frauneder,"Beer, Full Bar, Wine",Austrian,,,,
Caliente Cab Mexican Cafe restaurant,https://www.opentable.com/r/caliente-cab-mexican-cafe-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,254 Reviews,4.7,4.6,4.6,4.7,4.5,Moderate,96,West Village,Regional Mexican,Casual Dining,Business Casual,,"Delivery, Outdoor dining, Takeout, View",Regional Mexican,1,1,1,1
Sushi Ginza Onodera - NYC restaurant,https://www.opentable.com/r/sushi-ginza-onodera-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,464 Reviews,4.9,4.9,5.0,4.9,4.6,Quiet,96,Midtown East,Sushi,Fine Dining,Casual Dress,Akifumi Sakagami,"Beer, Chef's Table, Cocktails, Counter Seating, Gluten-free Menu, Kosher, Non-Smoking, View, Wheelchair Access, Wine",Sushi,1,1,1,1
Piacere restaurant,https://www.opentable.com/r/piacere-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,191 Reviews,4.6,4.4,4.7,4.4,4.5,Moderate,83,Little Italy,Italian,Casual Dining,Casual Dress,,"Beer, Corkage Fee, Gluten-free Menu, Late Night, Outdoor dining, Patio/Outdoor Dining, Wheelchair Access, Wine",Italian,1,1,1,1
Luzzo's La Pizza Napoletana restaurant,https://www.opentable.com/r/luzzos-la-pizza-napoletana-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,19 Reviews,4.6,4.7,4.4,4.2,4.4,Quiet,92,East Village,"Italian, Pizzeria",Casual Dining,Casual Dress,,Takeout,Italian,,,,
Haymaker Bar & Kitchen restaurant,https://www.opentable.com/r/haymaker-bar-and-kitchen-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,123 Reviews,4.2,4.1,3.9,4.0,3.9,Moderate,81,Chelsea,"American, Gastro Pub",Casual Dining,Casual Dress,Dion Sujatmiko,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",American,,,,
Westville - East Village restaurant,https://www.opentable.com/r/westville-east-village-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,101 Reviews,4.7,4.6,4.7,4.3,4.5,Moderate,96,East Village,"American, Comfort Food",Casual Dining,Casual Dress,,"Beer, Cafe, Delivery, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1
The Meatball Shop - Upper East Side restaurant,https://www.opentable.com/r/the-meatball-shop-ues-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,93 Reviews,4.6,4.4,4.6,4.3,4.3,Moderate,82,Upper East Side,"American, Italian",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,0,0,1
Seamore's Nolita restaurant,https://www.opentable.com/r/seamores-nolita-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,143 Reviews,4.6,4.5,4.5,4.5,4.3,Moderate,92,Little Italy,Seafood,Casual Dining,Casual Dress,Rob Eggleston,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1
Casa Bella Restaurant restaurant,https://www.opentable.com/r/casa-bella-restaurant-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,199 Reviews,4.2,4.2,4.6,4.2,4.1,Moderate,100,Little Italy,Italian,Casual Dining,Business Casual,Reanato Bardini,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wine",Italian,,,,
Don Giovanni's - Chelsea restaurant,https://www.opentable.com/r/don-giovannis-chelsea?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,25 Reviews,4.3,4.2,4.2,4.0,4.1,Moderate,89,Chelsea,Italian,Casual Dining,Casual Dress,,"Beer, Cafe, Delivery, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wine",Italian,,,,
Tortaria restaurant,https://www.opentable.com/r/tortaria-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,43 Reviews,4.6,4.5,4.2,4.5,4.6,Moderate,100,Union Square,Mexican,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Mexican,1,1,1,1
Turkish Cuisine restaurant,https://www.opentable.com/r/turkish-cuisine-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,235 Reviews,4.6,4.8,4.7,4.5,4.6,Quiet,86,Hell's Kitchen,"Turkish, Mediterranean, Middle Eastern",Casual Elegant,Casual Dress,,"Beer, Beer Garden, BYO Wine, Cafe, Cocktails, Corkage Fee, Dancing, Delivery, Entertainment, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, High Tea, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Turkish,1,1,1,1
Jadis restaurant,https://www.opentable.com/r/jadis-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,54 Reviews,4.8,4.7,4.8,4.9,4.8,Quiet,100,Lower East Side,"French, Dining Bar, Wine Bar",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Counter Seating, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Wine",French,1,1,1,1
Campagnola restaurant,https://www.opentable.com/r/campagnola-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,441 Reviews,4.7,4.7,4.7,4.6,4.3,Moderate,90,Upper East Side,Italian,Fine Dining,Business Casual,,"Bar/Lounge, Delivery, Entertainment, Full Bar, Gluten-free Menu, Outdoor dining, Takeout",Italian,1,1,1,1
Miramar restaurant,https://www.opentable.com/r/miramar-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,164 Reviews,4.4,4.4,4.3,4.4,4.2,Quiet,75,Battery Park,Seafood,Casual Dining,Casual Dress,,"Bar Dining, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Wheelchair Access, Wi-Fi available, Wine",Seafood,,,,
San Matteo Pizzeria e Cucina restaurant,https://www.opentable.com/r/san-matteo-pizzeria-e-cucina-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,202 Reviews,4.7,4.8,4.6,4.4,4.5,Moderate,100,Upper East Side,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, BYO Liquor, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Happy Hour, Non-Smoking, Wheelchair Access, Wine",Pizzeria,,,,
Emporium Brasil Restaurant & Bar restaurant,https://www.opentable.com/r/emporium-brasil-restaurant-and-bar-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,162 Reviews,4.8,4.9,4.9,4.6,4.6,Quiet,100,Rockefeller Center Midtown,"Brazilian, Latin American, South American",Casual Dining,Business Casual,Samira Soares,"Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Takeout, Wine",Brazilian,,,,
Pietro's restaurant,https://www.opentable.com/r/pietros-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,111 Reviews,4.9,4.9,4.9,4.5,4.4,Moderate,100,Turtle Bay,"Italian, Steakhouse, Seafood",Casual Dining,Business Casual,,"Beer, Cocktails, Full Bar, Non-Smoking, Takeout, Wine",Italian,,,,
Piccolo Angolo restaurant,https://www.opentable.com/r/piccolo-angolo-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,102 Reviews,4.8,4.7,4.6,4.5,4.7,Moderate,100,West Village,Italian,Casual Dining,Casual Dress,,"Beer, Delivery, Non-Smoking, Outdoor dining, Takeout, Wine",Italian,1,1,1,1
tre sorelle restaurant,https://www.opentable.com/r/tre-sorelle-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,10 Reviews,4.5,4.5,4.5,4.1,4.5,Moderate,86,TriBeCa - Downtown,"Italian, Pizzeria, Dining Bar",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
La Caverna restaurant,https://www.opentable.com/r/la-caverna-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,7 Reviews,4.8,4.6,4.7,4.8,4.5,Moderate,100,Lower East Side,"Mexican, American, Lounge",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Dancing, Entertainment, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Wheelchair Access, Wine",Mexican,1,1,1,1
BoCaphe restaurant,https://www.opentable.com/r/bocaphe-new-york-city?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,159 Reviews,4.5,4.4,4.1,4.3,4.2,Moderate,100,NoLita,"Vietnamese, Breakfast, Fusion / Eclectic",Casual Dining,Casual Dress,,"Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Vietnamese,,,,
The Smith - Nomad restaurant,https://www.opentable.com/r/the-smith-nomad-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,3529 Reviews,4.6,4.6,4.4,4.4,4.3,Moderate,93,Gramercy / Flatiron,American,Casual Dining,Casual Dress,Brian Ellis,"Banquet, Bar/Lounge, Beer, BYO Liquor, BYO Wine, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,,,,
Toscana 49 restaurant,https://www.opentable.com/toscana-49?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1120 Reviews,4.6,4.7,4.8,4.5,4.5,Moderate,100,Midtown East,Italian,Casual Dining,Business Casual,,,Italian,,,,
Sushi Dojo restaurant,https://www.opentable.com/sushi-dojo?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,363 Reviews,4.4,4.3,4.3,4.2,4.0,Moderate,78,East Village,Sushi,Casual Dining,Casual Dress,,"Beer, Corkage Fee, Delivery, Gender Neutral Restroom, Kosher, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Sushi,1,1,1,0
Paesano of Mulberry Street restaurant,https://www.opentable.com/paesano-of-mulberry-street?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,810 Reviews,4.7,4.6,4.7,4.6,4.7,Moderate,100,Little Italy,Italian,Casual Dining,Smart Casual,,"Beer, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Outdoor dining, Wine",Italian,,,,
Tarallucci e Vino - East Village restaurant,https://www.opentable.com/r/tarallucci-e-vino-east-village-new-york1?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,87 Reviews,4.6,4.5,4.6,4.4,4.4,Moderate,100,East Village,Italian,Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Italian,1,1,1,1
Brooklyn Diner restaurant,https://www.opentable.com/r/brooklyn-diner-new-york?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,686 Reviews,4.3,4.2,4.3,4.1,3.7,Moderate,87,Midtown West,"American, Burgers, Comfort Food",Casual Dining,Casual Dress,Henry Rivera,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Late Night, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",American,1,0,1,1
SAN CARLO  Osteria Piemonte restaurant,https://www.opentable.com/san-carlo-osteria-piemonte?corrid=50b543c8-d71f-4cd3-94a6-2d250cb22a1b&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,757 Reviews,4.7,4.7,4.8,4.6,4.5,Moderate,100,SoHo,"Italian, Mediterranean, Organic",Casual Elegant,Smart Casual,Claudio Pienti,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Dancing, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,,,,
