name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day
Beso,https://www.opentable.com/r/beso-staten-island,1,False,1,5,4.8,4.7,4.8,4.7,4.7,Moderate,100.0,Bay Ridge,"Tapas / Small Plates, Spanish",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wine",Tapas / Small Plates,0,0,0,0,False,0,False,6/19/2021,36.0,0.1388888888888889
Cecconi's Dumbo,https://www.opentable.com/r/cecconis-dumbo-brooklyn,1,False,1,2532,4.6,4.6,4.4,4.8,4.3,Moderate,93.0,DUMBO / Vinegar Hill,"Contemporary Italian, Italian, Mediterranean",Casual Dining,Casual Dress,Patrick Hernon,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Weekend Brunch, Wine",Contemporary Italian,1,1,1,1,False,4,True,6/13/2017,1503.0,1.6846307385229542
INDIAN TABLE,https://www.opentable.com/r/indian-table-brooklyn,1,False,1,51,4.8,4.9,4.8,4.5,4.8,Quiet,100.0,Cobble Hill,Indian,Casual Dining,Business Casual,Eric McCarthy,"Beer, Cocktails, Delivery, Gender Neutral Restroom, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Indian,1,1,1,0,False,3,True,6/18/2017,1498.0,0.03404539385847797
Faun,https://www.opentable.com/r/faun-brooklyn,1,False,1,10,4.5,4.7,4.4,4.6,4.1,Moderate,80.0,Prospect Heights,"Italian, American, Steak",Casual Elegant,Business Casual,Kieran Minihan,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,11/20/2019,613.0,0.01631321370309951
Il Colosseo Restaurant And Pizzeria,https://www.opentable.com/r/il-colosseo-restaurant-and-pizzeria-brooklyn,1,False,1,6,4.6,4.5,4.7,4.4,4.4,Moderate,100.0,Bensonhurst,Italian,Casual Dining,Business Casual,,,Italian,0,0,0,0,False,0,False,5/16/2021,70.0,0.08571428571428572
One Stop,https://www.opentable.com/r/one-stop-brooklyn,1,False,1,2,4.7,4.6,4.6,4.8,4.8,Moderate,100.0,Greenpoint,American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Outdoor dining, Outdoor Smoking Area, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,3/14/2021,133.0,0.015037593984962405
Fragole,https://www.opentable.com/r/fragole-brooklyn,1,False,1,102,4.6,4.6,4.4,4.5,4.5,Moderate,90.0,Carroll Gardens,"Italian, Home cooking",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Beer Garden, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,4/7/2018,1205.0,0.08464730290456432
Buffalo Wild Wings - Atlantic Terminal,https://www.opentable.com/r/buffalo-wild-wings-atlantic-terminal-brooklyn,1,False,1,85,4.2,4.3,4.2,4.2,4.3,Moderate,83.0,Brooklyn Heights,"American, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Wine",American,1,1,1,1,False,4,True,2/17/2017,1619.0,0.05250154416306362
Westville Dumbo,https://www.opentable.com/r/westville-dumbo-brooklyn,1,False,1,224,4.6,4.6,4.6,4.4,4.5,Moderate,89.0,DUMBO / Vinegar Hill,"Comfort Food, American",Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wine",Comfort Food,1,1,1,1,False,4,True,1/26/2017,1641.0,0.1365021328458257
Bella Gioia,https://www.opentable.com/r/bella-gioia-brooklyn,1,False,2,180,4.6,4.6,4.8,4.5,4.3,Moderate,91.0,Park Slope,"Sicilian, Italian, Mediterranean",Casual Elegant,Casual Dress,Nico Daniele,"Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Sicilian,1,1,1,1,False,4,True,1/21/2017,1646.0,0.10935601458080195
Leuca,https://www.opentable.com/r/leuca-brooklyn,1,False,2,924,4.4,4.5,4.4,4.5,4.1,Moderate,88.0,Williamsburg,Italian,Casual Elegant,Smart Casual,Andrew Carmellini,"Bar Dining, Beer, Cocktails, Full Bar, Late Night, Wheelchair Access",Italian,0,0,0,0,False,0,False,11/4/2016,1724.0,0.5359628770301624
D.O.C. Wine Bar,https://www.opentable.com/r/doc-wine-bar-brooklyn,1,False,2,150,4.7,4.7,4.6,4.6,4.5,Moderate,88.0,Williamsburg,"Italian, Mediterranean, Regional Italian (Sardinia)",Casual Elegant,Smart Casual,Stefano Baldantoni,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,0,0,1,False,2,True,12/7/2016,1691.0,0.08870490833826139
Cheeseboat,https://www.opentable.com/r/cheeseboat-brooklyn,1,False,1,228,4.4,4.5,4.2,4.3,4.2,Moderate,89.0,Williamsburg,"Georgian, Wine Bar, Vegetarian / Vegan",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Takeout, Wine",Georgian,1,1,1,1,False,4,True,9/7/2016,1782.0,0.12794612794612795
The Meatball Shop - Williamsburg,https://www.opentable.com/r/the-meatball-shop-williamsburg-brooklyn,1,False,1,45,4.4,4.3,4.6,4.2,4.3,Quiet,60.0,Williamsburg,"American, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",American,1,0,0,1,False,2,True,4/26/2019,821.0,0.05481120584652863
Luzzo's BK,https://www.opentable.com/r/luzzos-bk-brooklyn,1,False,1,96,4.7,4.7,4.7,4.5,4.5,Moderate,89.0,Cobble Hill,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizzeria,1,1,1,1,False,4,True,3/17/2017,1591.0,0.06033940917661848
La Locanda,https://www.opentable.com/r/la-locanda-brooklyn,1,False,1,9,4.8,4.7,4.9,4.6,4.9,Moderate,75.0,Williamsburg,"Italian, Seafood, Mediterranean",Casual Dining,Casual Dress,Cono Colombo,"Banquet, Beer, Cafe, Cocktails, Delivery, Full Bar, Gluten-free Menu, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,2/14/2020,527.0,0.017077798861480076
Il Porto Ristorante,https://www.opentable.com/r/il-porto-ristorante-brooklyn,1,False,1,66,4.3,4.0,4.3,3.8,4.0,Moderate,100.0,Clinton Hill,Italian,Casual Dining,Smart Casual,Mario Maligieri,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,5/8/2016,1904.0,0.03466386554621849
Amarachi,https://www.opentable.com/amarachi,1,False,1,127,4.1,4.3,3.6,3.8,3.9,Moderate,80.0,Downtown Brooklyn,"African, Caribbean, American",Casual Elegant,Jacket Preferred,Joseph Adewumi,"Bar Dining, Bar/Lounge, Beer, Cocktails, Dancing, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, View, Weekend Brunch, Wheelchair Access, Wine",African,0,0,0,0,False,0,False,1/15/2016,2018.0,0.06293359762140734
Mexico 2000 Restaurant,https://www.opentable.com/mexico-2000-restaurant,1,False,1,36,3.1,3.5,3.1,3.3,3.3,Moderate,100.0,Williamsburg,Mexican,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,0,0,0,0,False,0,False,1/9/2016,2024.0,0.017786561264822136
Motorino,https://www.opentable.com/motorino,1,False,1,50,4.5,4.5,4.2,4.3,4.2,Moderate,95.0,Williamsburg,Pizzeria,Casual Dining,Casual Dress,,"Beer, BYO Wine, Corkage Fee, Delivery, Full Bar, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizzeria,0,0,0,0,False,0,False,9/11/2015,2144.0,0.02332089552238806
L'Antagoniste,https://www.opentable.com/lantagoniste,1,False,2,252,4.7,4.6,4.6,4.6,4.3,Quiet,100.0,Bedford-Stuyvesant,"French, Farm-to-table, European",Casual Dining,Business Casual,Anthony Bacle,"Bar/Lounge, Beer, Beer Garden, BYO Wine, Corkage Fee, Delivery, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,3/14/2015,2325.0,0.10838709677419354
Glasserie,https://www.opentable.com/glasserie,1,False,2,513,4.6,4.7,4.4,4.5,4.3,Moderate,90.0,Greenpoint,"Mediterranean, Middle Eastern, Cocktail Bar",Casual Dining,Casual Dress,Jeff Kouba,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Mediterranean,1,1,1,1,False,4,True,8/30/2014,2521.0,0.203490678302261
Bijan's Brooklyn,https://www.opentable.com/bijans-brooklyn,1,False,1,143,4.2,4.2,4.1,4.4,4.0,Moderate,100.0,Downtown Brooklyn,"American, Persian",Casual Dining,Casual Dress,Julian Alzate,"Bar/Lounge, Beer, Cafe, Cocktails, Delivery, Fireplace, Full Bar, Happy Hour, Late Night, Outdoor Smoking Area, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,8/29/2014,2522.0,0.05670103092783505
La Nonna Ristorante & Bar,https://www.opentable.com/la-nonna-ristorante-and-bar,1,False,2,736,4.7,4.8,4.6,4.7,4.6,Moderate,98.0,Williamsburg,"Italian, Contemporary Italian, Comfort Food",Casual Dining,Casual Dress,Cono Morena,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,4/11/2014,2662.0,0.2764838467317806
Shalom Japan,https://www.opentable.com/shalom-japan,1,False,2,478,4.5,4.6,4.5,4.3,4.1,Moderate,87.0,Williamsburg,"Creative Japanese, Contemporary American, Contemporary Asian",Casual Dining,Casual Dress,Aaron Israel and Sawako Okochi,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Takeout, Wine",Creative Japanese,1,1,1,1,False,4,True,8/1/2013,2915.0,0.16397941680960548
Fabbrica,https://www.opentable.com/fabbrica-brooklyn,1,False,2,109,4.4,4.4,4.4,4.3,4.2,Moderate,,Williamsburg,"Italian, Seafood, Cocktail Bar",Casual Dining,Casual Dress,Marco Attanasio,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, High Tea, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,10/12/2012,3208.0,0.033977556109725686
Fonda - Brooklyn,https://www.opentable.com/r/fonda-brooklyn,1,False,2,785,4.8,4.8,4.7,4.6,4.5,Moderate,99.0,Park Slope,Mexican,Casual Dining,Casual Dress,Roberto Santibanez,"Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,False,4,True,12/16/2011,3509.0,0.22371045882017668
Soco,https://www.opentable.com/r/soco-brooklyn,1,False,1,1907,3.9,4.2,3.9,4.1,3.9,Moderate,76.0,Clinton Hill,"Southern, Cajun, Contemporary Southern",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Counter Seating, Entertainment, Full Bar, Happy Hour, Late Night, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access",Southern,0,0,0,0,False,0,False,7/8/2011,3670.0,0.5196185286103542
Benchmark Restaurant,https://www.opentable.com/benchmark-restaurant,1,False,2,1178,4.4,4.4,4.5,4.4,4.2,Moderate,95.0,Park Slope,"Contemporary American, Steakhouse",Casual Elegant,Casual Dress,Ryan Jaronik,"Beer, BYO Wine, Cocktails, Corkage Fee, Full Bar, Late Night, Non-Smoking, Outdoor dining, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,0,0,0,0,False,0,False,8/22/2010,3990.0,0.29523809523809524
Marco Polo Ristorante,https://www.opentable.com/marco-polo-ristorante,1,False,1,311,4.6,4.7,4.6,4.6,4.4,Moderate,100.0,Carroll Gardens,Italian,Casual Dining,Smart Casual,,"Banquet, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,1/15/2010,4209.0,0.07388928486576384
Bacchus,https://www.opentable.com/bacchus-brooklyn,1,False,1,1011,4.5,4.5,4.5,4.7,4.3,Moderate,97.0,Boerum Hill,French,Casual Dining,Casual Dress,Sixto Fuentes,"Beer, Corkage Fee, Counter Seating, Dancing, Entertainment, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,5/11/2008,4823.0,0.20962056811113414
Baci Abbracci,https://www.opentable.com/r/baci-abbracci-brooklyn,1,False,2,540,4.5,4.5,4.5,4.3,4.3,Moderate,94.0,Williamsburg,Italian,Casual Dining,Casual Dress,Paolo Cappiello,"Beer, Delivery, Full Bar, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,5/10/2008,4824.0,0.11194029850746269
Simply Greek,https://www.opentable.com/r/simply-greek-brooklyn,1,False,1,0,,,,,,Quiet,,Park Slope,Greek,Casual Dining,Business Casual,,"Delivery, Outdoor dining, Patio/Outdoor Dining, Takeout",Greek,0,0,0,0,False,0,False,,,0.0
Hills Place,https://www.opentable.com/r/hills-place-brooklyn,1,False,1,0,,,,,,,,Mill Basin,African,Casual Dining,Casual Dress,,"Beer, Delivery, Entertainment, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",African,0,0,0,0,False,0,False,,,0.0
Palenque Home Made Colombian Food,https://www.opentable.com/r/palenque-home-made-colombian-food-brooklyn,1,False,1,1,4.3,4.3,4.7,4.7,4.3,Quiet,,Williamsburg,"Colombian, Caf̩, Latin / Spanish",Casual Dining,Business Casual,,"BYO Liquor, Cafe, Delivery, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",Colombian,1,1,1,1,False,4,True,5/15/2021,71.0,0.014084507042253521
Parklife,https://www.opentable.com/r/parklife-brooklyn,1,False,2,14,4.4,4.3,4.4,4.5,4.1,Moderate,88.0,Gowanus,"Mexican, Persian",Casual Dining,Casual Dress,Scott Koshnoodi,"Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,True,4,True,3/27/2021,120.0,0.11666666666666667
Mera Restaurant,https://www.opentable.com/r/mera-restaurant-brooklyn,1,False,1,12,4.8,4.7,4.7,4.7,4.7,Moderate,100.0,Gravesend,Mediterranean,Casual Dining,Business Casual,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Wine",Mediterranean,0,0,0,0,True,0,False,2/12/2021,163.0,0.0736196319018405
Republic Bar and Lounge,https://www.opentable.com/r/republic-bar-and-lounge-brooklyn,1,False,1,0,,,,,,,,Bushwick,American,Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Full Bar, Non-Smoking, Wheelchair Access, Wine",American,0,0,0,0,True,0,False,,,0.0
MIKA,https://www.opentable.com/r/mika-brooklyn,1,False,1,0,,,,,,,,Williamsburg,"American, Japanese",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Gender Neutral Restroom, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wine",American,1,1,1,1,True,4,True,4/10/2021,106.0,0.0
Van Brunt Stillhouse,https://www.opentable.com/r/van-brunt-stillhouse-brooklyn,1,False,1,5,4.9,4.1,5.0,4.9,4.9,Moderate,100.0,Red Hook (Brooklyn),"Bar / Lounge / Bottle Service, Distillery",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Beer Garden, Cocktails, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Bar / Lounge / Bottle Service,1,1,1,1,True,4,True,4/4/2021,112.0,0.044642857142857144
Triangle Grill,https://www.opentable.com/r/triangle-grill-brooklyn,1,False,1,0,,,,,,,,Bushwick,Caribbean,Casual Dining,Business Casual,,,Caribbean,0,0,0,0,True,0,False,,,0.0
Tiny's Cantina,https://www.opentable.com/r/tinys-cantina-brooklyn,1,False,1,0,,,,,,,,Prospect Heights,Mexican,Casual Dining,Casual Dress,Cenobio Canalizo,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,True,4,True,5/5/2021,81.0,0.0
Chinese Grill Master Brooklyn,https://www.opentable.com/r/chinese-grill-master-brooklyn-brooklyn,1,False,1,0,,,,,,,,Sunset Park,Korean,Casual Dining,Business Casual,,,Korean,0,0,0,0,False,0,False,,,0.0
Revolucion Taco Stuyvesant Heights,https://www.opentable.com/r/revolucion-taco-stuyvesant-heights-brooklyn,1,False,1,0,,,,,,Quiet,,Bedford-Stuyvesant,Mexican,Casual Dining,Business Casual,,"Delivery, Gluten-free Menu, Non-Smoking, Takeout",Mexican,1,1,1,1,False,4,True,,,0.0
Revolucion Taco Bed Stuy,https://www.opentable.com/r/revolucion-taco-bed-stuy-brooklyn,1,False,1,0,,,,,,,,Bedford-Stuyvesant,"Mexican, Unspecified",Casual Dining,Casual Dress,Chef Jon Jerman,"Beer, BYO Wine, Corkage Fee, Delivery, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Mexican,1,1,1,1,False,4,True,,,0.0
Revolucion Taco Boerum Hill,https://www.opentable.com/r/revolucion-taco-boerum-hill-brooklyn,1,False,1,0,,,,,,,,Boerum Hill,Mexican,Casual Dining,Casual Dress,,"Beer, Delivery, Gluten-free Menu, Non-Smoking, Takeout, Wine",Mexican,1,1,1,1,False,4,True,,,0.0
Revolucion Taco Williamsburg,https://www.opentable.com/r/revolucion-taco-williamsburg-brooklyn,1,False,1,0,,,,,,,,Williamsburg,"Mexican, Unspecified",Casual Dining,Casual Dress,,"Delivery, Gluten-free Menu, Non-Smoking, Takeout",Mexican,1,1,1,1,False,4,True,,,0.0
Revolucion Taco Park Slope,https://www.opentable.com/r/revolucion-taco-park-slope-brooklyn,1,False,1,1,1.0,1.0,1.0,1.0,1.0,,,Gowanus,"Mexican, Unspecified",Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Gluten-free Menu, Takeout",Mexican,1,1,1,1,False,4,True,3/12/2021,135.0,0.007407407407407408
BK Lobster - Clinton Hill,https://www.opentable.com/r/bk-lobster-clinton-hill-brooklyn,1,False,1,8,2.9,3.4,3.5,2.9,3.3,Moderate,,Clinton Hill,Seafood,Casual Dining,Casual Dress,,"BYO Liquor, Corkage Fee, Outdoor dining",Seafood,0,0,0,0,False,0,False,11/5/2020,262.0,0.030534351145038167
Osteria Brooklyn,https://www.opentable.com/r/osteria-brooklyn,1,False,1,23,4.6,4.7,4.4,4.7,4.5,Moderate,88.0,Clinton Hill,Italian,Casual Dining,Business Casual,Raffaele Salinas ,"Beer, Cocktails, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Italian,1,1,1,0,False,3,True,11/6/2020,261.0,0.08812260536398467
End Zone Sports Bar & Lounge,https://www.opentable.com/r/end-zone-sports-bar-and-lounge-brooklyn,1,False,1,0,,,,,,Moderate,,Sheepshead Bay,American,Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Dancing, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,,,0.0
Brooklyn High Low,https://www.opentable.com/r/brooklyn-high-low-brooklyn,1,False,3,70,4.9,4.8,4.9,4.9,4.7,Moderate,100.0,Prospect Heights,"Afternoon Tea, Caf̩, English",Casual Elegant,Casual Dress,,"BYO Wine, Gender Neutral Restroom, Gluten-free Menu, High Tea, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch",Afternoon Tea,1,1,1,1,False,4,True,10/24/2020,274.0,0.25547445255474455
Elite Williamsburg,https://www.opentable.com/r/elite-williamsburg-brooklyn,1,False,2,581,4.7,4.6,4.7,4.6,4.5,Moderate,97.0,Williamsburg,"Latin American, American, Bar / Lounge / Bottle Service",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Latin American,1,1,1,1,False,4,True,7/2/2020,388.0,1.4974226804123711
Aura Cocina,https://www.opentable.com/r/aura-cocina-brooklyn,1,False,2,33,4.6,4.3,4.6,4.8,4.5,Moderate,100.0,Williamsburg,"Cuban, Asian",Casual Elegant,Casual Dress,Carlos Letona,"Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Wine",Cuban,0,0,0,0,False,0,False,7/16/2020,374.0,0.08823529411764706
Pomp and Circumstance,https://www.opentable.com/r/pomp-and-circumstance-brooklyn,1,False,1,0,,,,,,,,Williamsburg,Mediterranean,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Takeout, Wine",Mediterranean,0,0,0,0,False,0,False,,,0.0
Sally's Southern,https://www.opentable.com/r/sallys-southern-staten-island,1,False,1,0,,,,,,Quiet,,Staten Island,"Southern, American",Casual Dining,Casual Dress,Peter Botros,"Bar/Lounge, Beer, Beer Garden, Cafe, Chef's Table, Cocktails, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Southern,1,1,1,1,False,4,True,,,0.0
